"sid"	"sample_name"	"doi"	"path"	"date_added"	"IDH-status"
"van_Hijfte_GBM_Y"	"van Hijfte - GBM Sample Y"	"https://dx.doi.org/zenodo.6546712"	"data/van_Hijfte_GBM_Y/Glioma_Y_and_O/Levi2_Glioma_Y/outs"	"12-12-2022"	"wt"
